Id,tweet,sentiment
347,"National Weather Service says ""isolated tornadoes"" are possible today.",2
348,So beautiful out!!! Nothing better than a sunny day in Seattle :),3
349,"I am! A meetup is necessary :) RT @mention: Are you in my town? ^_^ RT @mention: Arrived. Warm, sunny and humid...bliss",3
350,Nashville- I'm loving this weather I'm coming home to. Unfortunately I can't stand in it cause I already look like a lobster :(,3
351,Omg its hot as balls out here,1
352,So sunny while the sun sets on my day! @mention @mention @mention on at {link},3
353,It's hot af outside. My skin fried.,1
354,Despite the weather we had a great time last night for Cinco de Mayo. Thanks to everyone that stopped by!,1
355,@mention same up here! Clear and sunny now but still a bit cool,2
356,@mention girl.... I forgot how ridiculous the weather is here! We went out last night and I broke a sweat! Unsexy!,1
357,#WEATHER:  9:53 pm : 52.0F. Feels 49F. 30.16% Humidity. 8.1MPH Northeast Wind.,2
358,What did you do to enjoy our beautiful weather over the weekend?,3
359,"@mention You can come to Idaho and interact with me! I'll show you the pretty! And, the snow! :O",3
360,#WEATHER:  4:55 am : 50.0F. Feels F. 29.97% Humidity. 0.0MPH North Wind.,2
361,"Current weather at 2:00 ,73.1 deg, 68 pct 11.0 mph, from the SE",2
362,SEVERE THUNDERSTORM WATCH IN EFFECT UNTIL 8PM FOR CORTLAND AND TOMPKINS COs. AND POINTS AND SOUTH,2
363,"With all this wet weather we have been experiencing, Sheridan County Emergency Management Coordinator Dave Coleman... {link}",2
364,Leesburg Weather: Forecast for Friday Night: Mostly cloudy with scattered showers with isolated thunderstorms in the evening...  #weather,2
365,"RT @mention: Beautiful weather, cold beer and great food.  Until 2am every day!  Come see us!",3
366,"Omgoodness, just looked out the window & my car is covered in snow.! It's so pretty outside :)...",3
367,about to storm,2
368,#WEATHER:  9:51 am : 81.0F. Feels F. 30.02% Humidity. 0.0MPH North Wind.,2
369,I want the weather to be summer-like immediately after my exam on the 18. YOU HEAR THAT #mothernature?!,2
370,Happy Mothers Day to all the moms out there! Hope your enjoying the wonderful weather here in #GR #mothersday,3
371,@mention well it will be 90 degrees on Tuesday too,2
372,"89 degrees outside, in a mood to go to the pool . (:",3
373,#WEATHER:  2:56 pm : 93.0F. Feels F. 29.86% Humidity. 15.0MPH South Wind.,2
374,It's a hot son bitch out here today #needsomeAC,1
375,"Going fishing today up AF Canyon, hopefully I don't get flooded out. Love sunny Saturdays!",3
376,"""this muggy weather is no friend of a negro"" - @mention",1
377,I could get used to this weather!,3
378,@mention our weather is crazy too...it was just 40 degrees 2 days ago & its been in the mid-80's the last couple days smh lol,1
379,"Awesome BBQ with the Brown Family, @mention, @mention @mention @mention and co. Great weather. Great food. Perfect company. #TBB.",3
380,Feels good out . Same ol rainy looking sky,3
381,This weather can kiss my ass.,1
382,Im so into this sunshine #loveit,3
383,So the weather is nice today in Boston :) just please don't rain for the rest of the day you sky :),3
384,@mention Tell me about it! This high of 99 degrees is too much for everyday weather!,1
385,RT @mention: Am I the only one who loves cold weather? #fb #smh #idontknowwhatthoselettersmean,3
386,#WEATHER:  3:54 pm : 75.0F. Feels F. 29.49% Humidity. 10.4MPH South Wind.,2
387,Storm forecast for Sunday {link} ~ looks like more SNOw in the higher elevations.,2
388,@mention Sorry edgar. PST'er here. The weather is looking perfect and not at all rapture-y.,3
389,HAMPTON ROADS ACCUWEATHER FORECAST Tonight Fair 49 Tomorrow a few Showers 76 ATLANTA mainly sunny 74.,2
390,"woke up this morning for a good day, then found out it's gloomy and rainy...what an emo morning.",1
391,"Just got told to stand outside in the freezing wind for some ""brotalk"" bullshit",1
392,#WEATHER:  12:53 pm: 56.0F. Feels 55F. 30.00% Humidity. 5.8MPH West Wind.,2
393,Good news: I'm off! Bad news: its 85 degrees outside and the AC in my car is broke! wahhh!,1
394,Rainy days = harry potter marathon = I'm happy :),3
395,Its gettin warmer I just want this weather to stay!,3
396,The weather is beautiful here.,3
397,"I need a double today,  I'm not into this dreaded Sylvia Plath inducing weather complete with heavy, grey overcast...kill me now... ugh",1
398,thunderstorms and such,2
399,Its HELLA cold outside compared to last week... grrrrr,1
400,"Isolated thunderstorms this afternoon, high 87 (31 C).  Low  66 (19 C) tonight.",2
401,this. weather. is. depressing.,1
402,I love when it get hot outside. But... I HATE THESE DAMN BUGS!,3
403,@mention Seriously! I need a tan too!! Dam bi-polar weather!:/ LOL,1
404,"Severe Thunderstorm Warning for Andrew, Buchanan, and Clinton County in MO until 12:30pm CDT. #mowx",2
405,"Nice weather, going to waste",3
406,Fantastic Mother's Day - great weather and family,3
407,"Gorgeous sunshine in PDX, @mention coffee in hand, walking. Everything is grand. Personality now = Pollyanna.",3
408,Yay lightning and thunder storm!,3
409,#WEATHER:  2:53 pm : 72.0F. Feels F. 29.64% Humidity. 12.7MPH South Wind.,2
410,My sister is freezing. Its nice down here -.-,3
411,#WEATHER: 2:56 pm P: 79.0F. Feels F. 29.52% Humidity. 21.9MPH Southwest Wind.,2
412,RT @mention: All Severe Thunderstorm Warnings have now been dropped. All that is left is a small tstorm in eastern Hamilton and one i ...,2
413,#WEATHER:  12:53 pm: 55.0F. Feels 53F. 30.13% Humidity. 8.1MPH Northeast Wind.,2
414,Mostly cloudy; 48 degrees.  Still pretty nice day.,3
415,"14:03:44 |Temp: 88.6 deg F. | Dew Point 62.5 | Rain today: 0.00 inches | Wind: 0.0 mph from the SW, Gusting to 11.0 | Heat Index 89.9 |#GAWX",2
416,Perfect weather for sweats and spooning. #swag,3
417,"And now, everyone close your eyes and make this wish: Today's weather will repeat on Sun, June 5th ;) {link}",3
418,"Seriously, Summer IS Around the Corner: Sure, Seattle weather has been record-breaking cool and wet this spring.... {link}",2
419,New event. Severe Thunderstorm Warning from 5/22/2011 4:30 PM to 5:00 PM CDT for Saline County.... Read more at {link},2
420,"RT @mention: Isolated thunderstorms this afternoon, high 81 (27 C).  Low  64 (18 C) tonight.",2
421,@mention Nice! At an NU student event that has Spikeball. Weather sucks.,1
422,Severe Thunderstorm Warning issued May 23 at 8:51PM EDT expiring May 23 at 9:30PM EDT by NWS Pittsburgh... {link},2
423,#WEATHER: 2:56 am E: 52.0F. Feels F. 29.98% Humidity. 3.5MPH East Wind.,2
424,"Dang only 72degrees today, where is all the warm spring weather??",1
425,"#weather Arvada, Colorado Weather :: 64F A FEW CLOUDS {link}",2
426,"No school, sunny day, shorts and sunglasses....what can be better?",3
427,This weather in Atlanta today is so rude !,1
428,#WEATHER:  8:51 pm : 65.0F. Feels F. 29.64% Humidity. 6.9MPH South Wind.,2
429,"COOL PATTERN TAKES HOLD ALONG WITH WEEKEND RAIN - The run of warm, humid and dry weather is coming to an end. ... {link}",2
430,"Loving this early morning Cali sunshine!!! :-""&gt;",3
431,Ohhhhhhhh snap this weather is starting to act right,3
432,#WEATHER:  6:53 pm : 60.0F. Feels 59F. 29.73% Humidity. 9.2MPH Northwest Wind.,2
433,Glad to be back in sunny SD!!!,3
434,Is driving by and its around 10 degrees c. And 5 girls are swimming at the lake.,2
435,"Holy cow, the weather is perfect right now. I'm going to see if we can do our newscast outside.",3
436,Its so pretty and warm outside. I want to just run around nude,3
437,Better late than never. Was enjoying the nice weather and mowing the lawn! #runchat,3
438,This weather sucks,1
439,@mention that sounds quite grim. I have the family coming for lunch. Wondering about having it outside. Prb too cold.,1
440,#WEATHER:  2:53 am : 61.0F. Feels 61F. 29.94% Humidity. 4.6MPH Southeast Wind.,2
441,"A Severe T'Storm WARNING for Horry, Brunswick, and Columbus counties until 5:15 pm.",2
442,"Tired...so,so tired. Back in the heat & humidity of DC...Not breezy & cool like Boston & NJ, but at least it's cooler than ATL.",1
443,#WEATHER:  6:53 am : 75.0F. Feels F. 30.04% Humidity. 5.8MPH East Wind.,2
444,"Love the weather, minus the allergies...  #spring  (:",3
445,I can't run in this humidity all summer. It's inhumane.,1
446,It's a beautiful day in the neighborhood. Planning some lunchtime exercise to enjoy this lovely weather,3
447,"#pittsburgh march for babies was so fun! Weather was perfect, kids had a blast, so did we",3
448,The weather is getting nicer - that can only mean 1 thing (esp on Cinco de Mayo) - #TacoTruckTime!  {link},3
449,Im bout ready to get out of gram wit all this bipolar weather. only 3 more days imma be back in sunny cali,1
450,its nice and sunny out,3
451,RT @mention: Hello sunshine!!  Beautiful day in Bowling Green.,3
452,35 mile bike ride with incredible weather today!  3 weeks until Tour de Cure!,3
453,nashville. here @mention. amazing weather. can't wait to meet up with my peeps XOXO,3
454,#WEATHER: 11:53 am : 53.0F. Feels F. 30.14% Humidity. 0.0MPH North Wind.,2
455,"RT @mention: Cruising along in the sunshine, @mention turned up real loud #greatbeginningtoaholiday",3
456,No snow.   @ Torrey Pines State Beach {link}/,2
457,RT @mention: Our Tripcheck camera shows snow flurries in Lakeview this morning. {link},2
458,@mention I'm with the fans but I'm freezing so my coat is covering my Lind T-shirt :(,1
459,"Earlier this week, spent a day at the beach, tomorrow back to the snow for one last ski/ ride day- kinda loving the crazy weather",3
460,RT @mention Guys there's gonna be a thunder storm.... #justsaying,2
461,"""@mention: Great Patio weather think I'm bring those mexican cigars on deck"" Beautiful! Couldn't hv been said better!",3
462,@mention I sure hope so! My fingers are crossed. Our weather this year has been a total D-R-A-G!,1
463,*is freezing*,1
464,"The weather in Charlotte, NC is lot more humid than in Las Vegas.  It is also hot as well.  Food prices here are higher that those in Vegas.",2
465,"Gardner WX 05/15/11 01:30 AM | 48F, 67&#x25; Humidity, Feels Like 48F | Alerts: NO CURRENT ADVISORIES | {link}",2
466,RT @mention: It's going to be 77 degrees today and sunny! Enjoy!,3
467,RT @mention: #RHS advice - how to cope with the unusually dry weather after record low rainfalls in March and April {link},2
468,"Today some of our JAG agents enjoyed the great Raleigh, NC weather at the 2011 Home Builders Association of... {link}",3
469,"Due to the weather forecast of a buttload of rain, the roofing party @ my house has been postponed.  Bummer.",1
470,The humidity is back...ugh.,1
471,"Weather data at 09:00 AM. 67.0&#xB0;F, 100&#x25; humidity. Wind: 0.0 mph from the SE. Rain: 0.02 in. NO CURRENT ADVISORIES",2
472,"Storm kills 1, damages Kansas homes - About 200 homes are damaged and at least 20 are destroyed after a report of a ... {link}",2
473,"#weather Arvada, Colorado Weather :: 45F OVERCAST {link}",2
474,"Current New Berlin, WI 53151 Weather Forecast - {link}",2
475,#WEATHER:  11:54 am: 62.0F. Feels 62F. 29.80% Humidity. 6.9MPH Southeast Wind.,2
476,"RT @mention: The Parker Co., TX storm could bring significant severe weather into the western DFW Metroplex per National Weather Ser ...",2
477,Severe Weather Statement issued May 21 at 3:54AM CDT expiring May 21 at 4:00AM CDT by NWS Houston - Galveston... {link},2
478,Why can't days I got to @mention games be sunny?,1
479,"Anthem, AZ @mention:00 PM, Temp:86.2&#xB0;F, Wind:3.3 mph SSE, Baro:29.49 inches, Hum: 18, Rain:0.00 in., Hi:87.1&#xB0;F, Lo:53.4&#xB0;F@mention:58 AM",2
480,Man I swear Michigan weather is terrible DAMN it all bad,1
481,Longing for blue skies and summer weather...,1
482,"If you aren't getting your fanny outside to enjoy this weather, you had best be confined to bed with some sort of... {link}",3
483,Tornado Death Toll Hits 90 in Joplin Missouri From Once In a Generation Storm - ABC News {link},2
484,I wish this weather stop being icky!!!!! Its making me depressed!!!,1
485,RT @mention: It is so pretty outside and warm. Skate Sesh!,3
486,"So, weather-wise, this was not the best week to fly in or out of nyc.",1
487,"Overcast and 57 F at Butler County Automatic Weather Observing / Report, PA {link}",2
488,#WEATHER:  8:56 am : 63.0F. Feels F. 30.02% Humidity. 3.5MPH Southwest Wind.,2
489,"INCREASING HUMIDITY. Tonight, some clouds low 56. Friday, Mostly cloudy high 73. Saturday, cloudy with a few scatttered showers high 71.",2
490,#WEATHER:  12:56 pm: 85.0F. Feels F. 29.89% Humidity. 4.6MPH East Wind.,2
491,#WEATHER:  1:53 am : 56.0F. Feels F. 29.96% Humidity. 3.5MPH South Wind.,2
492,79.5F (Feels: 79.5F) - Humidity: 98% - Wind: 9.8mph E - Gust: 14.5mph - Pressure: 1007.7mb (+0.1)  #weather {link},2
493,At 06:38 PM TBW has issued a Local Storm Report.  {link},2
494,"It's a pretty miserable day up in Carmondean today, what happened to all the sunshine? What's it like where you are?",1
495,"Statesville, NC Weather - 08:00 AM- Fair Skies, Temp: 62.8, Wind: 0.2, Rain Today: 0.00",2
496,"The weather looks like its back to norm! Ready to kick back, relax, and enjoy.",3
497,"@mention well then I guess I'll say good night right now just in case, oh i love that weather it's like that here too, sunny at times",3
498,Light sprinkle (2 drops in parking lot) at Cortaro and I-10. Watch the weather with Chief @mention at {link}. Live #RADAR,2
499,RT @mention: WEATHER RELATED INFORMATION:  Mason City Youth Baseball all games today canceled due to wet field conditions.... {link}. ...,2
500,@mention I disagree. I think its the best weather day of 2011.,3
501,Yayyayayayayayya sunny tomorrow. #beach,3
502,Event cancelled. Severe Thunderstorm Warning from 5/22/2011 9:35 PM to 10:00 PM CDT for Comanch... Read more at {link},2
503,"Severe Thunderstorm Warning for Austin, Burleson, and Washington County in TX until 12:30pm CDT. #txwx",2
504,hahaha  RT @mention: What is with this weather? Al Gore DID NOT invent Global warming for it to be cold in May,1
505,#WEATHER: 11:56 pm : 52.0F. Feels 51F. 29.91% Humidity. 4.6MPH Southeast Wind.,2
506,"Gardner WX 05/20/11 9:00 PM | 66F, 78&#x25; Humidity, Feels Like 66F | Alerts: NO CURRENT ADVISORIES | {link}",2
507,"@mention What to Wear: Chance of drizzle before 11am, then mostly sunny. Cool 65 so grab a jacket. Per nbcsandiego.",2
